Brand,Date,Buzz,Impression,Quality,Value,Reputation,Satisfaction,Recommend,Awareness,Attention,Ad Awareness,WOM Exposure,Consideration,Purchase Intent,Current Customer ,Former Customer,BrandIndex
HM,2019-09-30,3.9,9.4,3.7,6.6,4.1,7.3,10.5,54.1,9.0,6.2,5.2,9.0,3.8,3.4,15.6,6.9
HM,2019-10-07,5.7,14.5,7.2,11.8,9.1,10.8,10.2,51.4,10.3,7.2,6.0,13.4,4.8,6.1,14.3,10.6
HM,2019-10-14,4.5,15.4,8.8,10.4,9.7,10.0,13.2,55.1,8.9,7.8,7.4,12.9,4.7,6.3,13.8,11.2
HM,2019-10-21,6.5,14.0,8.5,11.5,11.9,10.0,14.7,58.0,10.8,8.3,8.8,14.2,4.1,5.3,14.6,11.8
HM,2019-10-28,4.0,14.6,8.7,8.7,10.4,9.5,13.1,54.9,9.8,6.7,7.8,13.3,4.3,5.4,15.0,10.8
HM,2019-11-04,5.8,13.8,7.6,12.3,9.3,12.5,13.2,54.1,9.2,6.8,7.1,15.0,4.5,7.4,14.1,11.5
HM,2019-11-11,5.6,19.1,9.0,12.2,8.2,11.3,13.5,58.8,10.0,7.5,6.3,15.6,5.1,6.4,13.6,12.2
HM,2019-11-18,5.4,16.8,9.1,13.6,10.6,12.3,14.7,56.6,9.6,7.7,8.6,14.9,5.6,6.7,15.5,12.8
HM,2019-11-25,6.4,17.2,7.3,12.4,12.5,10.9,11.4,57.1,9.4,7.5,6.3,14.0,4.8,5.8,16.2,12.0
HM,2019-12-02,2.6,13.6,7.0,12.6,6.8,9.1,10.4,58.6,9.1,6.5,7.1,11.5,3.6,5.3,18.1,9.9
HM,2019-12-09,4.3,12.2,7.2,9.0,6.7,10.1,8.8,59.0,8.8,8.7,7.4,13.4,3.1,5.6,15.0,9.0
HM,2019-12-16,8.9,18.3,10.4,12.9,13.3,12.5,15.5,59.0,14.1,9.5,10.4,16.0,5.5,7.3,13.8,13.8
HM,2019-12-23,6.4,13.0,7.4,11.0,7.1,10.2,12.9,58.2,11.0,8.0,7.4,12.6,4.9,6.3,12.2,10.3
HM,2019-12-30,6.3,13.4,8.0,10.4,10.8,10.4,12.8,57.7,8.1,9.1,6.0,13.8,4.9,4.9,15.4,11.0
HM,2020-01-06,6.5,13.9,9.0,11.3,9.8,11.0,12.2,56.1,10.9,6.1,7.5,11.4,4.3,6.3,14.4,11.2
HM,2020-01-13,5.5,14.3,8.1,13.3,7.5,11.6,12.0,58.0,9.1,6.3,6.4,13.2,5.1,8.2,11.4,11.1
HM,2020-01-20,5.9,15.8,7.5,10.7,10.4,11.6,12.4,61.2,9.2,7.4,6.1,13.2,2.3,4.9,17.4,11.4
HM,2020-01-27,5.4,12.4,8.9,11.9,10.5,9.6,11.4,56.6,8.4,6.8,5.0,11.5,3.3,5.3,13.9,10.8
HM,2020-02-03,5.7,15.5,10.4,13.0,11.6,10.1,13.1,56.5,11.0,7.1,7.9,12.7,4.0,6.5,14.0,12.3
HM,2020-02-10,7.5,13.3,9.2,11.0,10.3,9.3,10.1,57.9,10.7,6.0,5.9,13.0,2.9,6.3,12.6,10.6
HM,2020-02-17,4.6,11.4,3.7,7.9,6.3,7.1,7.6,59.3,8.0,5.5,7.1,13.5,5.0,4.9,14.6,7.3
HM,2020-02-24,3.0,13.5,4.1,7.2,2.8,9.7,7.6,56.1,8.7,6.6,6.5,11.0,4.9,5.6,15.5,7.5
HM,2020-03-02,5.8,16.5,8.5,13.1,9.3,11.4,15.3,57.3,9.3,6.2,5.9,14.1,2.1,5.0,16.9,12.4
HM,2020-03-09,4.9,16.8,7.0,9.3,10.1,7.4,9.1,57.5,7.9,6.4,6.8,10.7,2.1,6.8,15.3,10.0
HM,2020-03-16,7.0,15.8,7.0,9.6,6.8,11.4,9.9,57.1,10.3,5.9,7.3,13.5,5.2,6.8,13.7,10.1
HM,2020-03-23,3.8,10.9,1.1,8.1,5.3,6.7,7.8,56.1,6.5,4.8,3.9,10.5,2.7,2.7,17.8,6.7
HM,2020-03-30,3.2,12.1,4.6,7.8,5.2,7.8,9.6,57.1,6.6,2.5,3.3,10.6,4.0,3.2,15.7,7.9
HM,2020-04-06,6.1,17.6,10.0,12.7,12.1,11.5,13.0,54.4,8.4,5.4,5.2,13.2,3.2,4.0,15.4,12.8
HM,2020-04-13,4.5,12.7,8.1,11.7,7.6,11.8,11.3,58.4,8.0,5.6,5.1,15.4,5.0,4.4,15.2,10.5
HM,2020-04-20,2.1,17.9,9.3,12.5,12.8,10.8,12.5,56.7,4.9,5.4,4.6,13.0,6.5,4.4,16.4,12.6
HM,2020-04-27,3.8,12.1,5.8,6.7,8.2,7.3,9.7,57.4,5.7,5.2,4.1,9.8,3.7,4.1,14.8,8.3
HM,2020-05-04,4.9,13.0,7.4,12.0,7.7,9.5,11.1,57.1,7.7,4.9,5.0,11.2,3.7,2.8,16.2,10.1
HM,2020-05-11,5.3,13.0,6.8,10.1,10.3,10.3,11.4,54.9,7.0,6.0,3.7,13.2,3.4,2.5,20.0,10.3
HM,2020-05-18,5.3,15.0,7.7,13.1,10.3,7.6,11.9,55.9,7.4,6.7,5.6,12.6,3.0,3.2,17.4,10.9
HM,2020-05-25,3.3,11.1,7.5,11.2,6.4,9.7,10.3,53.2,7.9,5.1,4.5,11.7,4.6,4.5,13.5,9.4
HM,2020-06-01,3.0,15.0,8.9,11.3,9.4,10.7,12.5,54.1,5.4,3.6,3.5,8.2,3.2,1.3,14.5,11.3
HM,2020-06-08,5.6,14.8,7.7,12.2,8.3,9.8,11.7,55.2,7.6,5.5,4.9,10.2,3.1,3.1,13.7,10.7
HM,2020-06-15,2.2,15.7,7.0,11.6,8.1,10.6,11.5,56.5,9.5,5.4,5.0,13.0,4.3,3.8,16.4,10.7
HM,2020-06-22,3.8,16.5,9.5,14.2,10.9,14.1,13.7,56.9,7.0,6.3,6.8,15.0,4.7,4.7,16.8,13.1
HM,2020-06-29,4.1,13.8,8.6,8.3,8.6,12.1,9.9,58.2,6.9,5.7,4.5,10.6,4.1,4.2,16.6,10.2
HM,2020-07-06,3.3,13.0,5.4,13.4,8.0,8.5,9.1,60.6,7.6,6.5,5.3,9.8,2.3,2.6,16.6,9.5
HM,2020-07-13,5.4,13.9,10.8,12.7,11.3,13.3,13.9,60.9,9.0,7.2,7.3,13.5,4.7,4.4,17.4,12.6
HM,2020-07-20,5.6,12.3,4.2,8.3,7.7,10.0,11.6,57.6,7.1,4.1,4.8,12.0,2.9,2.3,20.0,9.0
HM,2020-07-27,4.2,10.7,9.3,8.9,8.1,8.2,10.0,55.9,7.2,4.6,4.7,9.1,3.5,2.3,15.6,9.2
HM,2020-08-03,1.4,9.6,6.5,8.8,8.4,11.1,9.6,57.8,7.8,7.6,5.7,12.2,5.2,5.0,14.4,9.0
HM,2020-08-10,5.7,13.8,6.1,8.7,7.6,10.1,10.8,57.6,6.4,6.1,5.4,11.2,3.8,3.7,17.0,9.5
HM,2020-08-17,3.7,15.0,8.2,10.7,6.9,9.4,10.7,56.2,7.1,5.9,3.7,11.4,4.0,3.7,16.0,10.2
HM,2020-08-24,4.4,12.0,6.5,7.7,6.0,7.7,8.5,57.3,5.9,5.0,4.7,9.1,2.5,3.1,15.0,8.1
HM,2020-08-31,5.9,12.6,6.8,9.1,6.8,11.2,10.2,60.5,7.9,7.2,5.5,12.8,4.9,3.3,19.3,9.4
HM,2020-09-07,4.3,11.6,2.6,7.9,6.5,10.7,9.9,56.8,8.2,8.1,5.8,11.3,3.3,4.0,18.4,8.2
HM,2020-09-14,1.4,8.5,3.8,4.5,8.0,6.3,6.4,55.3,6.0,3.8,2.6,10.6,4.1,2.5,16.7,6.3
HM,2020-09-21,6.2,13.0,3.9,11.9,7.8,10.2,11.5,60.4,10.2,5.3,6.1,13.3,5.3,4.3,17.6,9.7
HM,2020-09-28,4.2,12.5,6.8,10.0,7.0,12.9,13.2,62.3,10.5,9.1,7.0,14.0,3.8,3.0,20.9,10.4
HM,2020-10-05,4.1,14.0,6.5,10.7,9.0,10.5,13.6,59.7,10.1,7.1,5.1,11.2,2.9,3.8,18.7,10.7
HM,2020-10-12,6.1,17.5,11.2,10.7,7.8,10.7,12.6,60.6,9.6,8.0,6.4,13.4,4.7,5.1,19.2,11.8
HM,2020-10-19,3.5,14.0,4.6,10.0,8.6,9.5,12.1,60.0,10.0,6.3,5.6,12.2,4.1,4.2,17.8,9.8
HM,2020-10-26,3.3,11.0,6.4,9.0,5.5,9.9,9.3,59.0,8.5,7.6,6.2,12.5,4.4,3.7,17.7,8.5
HM,2020-11-02,5.4,14.8,10.0,12.3,6.3,11.6,13.1,60.7,11.2,7.9,6.0,13.4,4.6,5.0,16.3,11.3
HM,2020-11-09,4.2,13.6,4.2,10.0,10.4,9.2,10.1,60.1,10.6,8.1,6.5,11.9,4.5,3.8,16.8,9.6
HM,2020-11-16,8.0,17.5,8.8,12.9,11.7,11.5,14.3,62.9,10.7,8.2,6.4,15.2,4.5,6.2,19.0,12.8
HM,2020-11-23,5.6,12.7,7.9,10.3,7.9,10.2,10.9,58.3,9.4,7.6,3.9,12.8,3.0,4.5,17.0,10.0
HM,2020-11-30,2.6,13.1,5.6,11.7,8.2,10.1,10.2,61.7,8.1,7.0,5.1,11.3,3.1,3.7,15.1,9.8
HM,2020-12-07,7.2,16.9,9.6,11.0,12.1,11.5,10.9,61.3,9.8,6.9,7.8,13.9,4.1,4.0,19.5,12.0
HM,2020-12-14,5.0,10.7,4.8,9.8,9.2,9.3,8.6,58.5,10.2,7.8,7.2,12.2,4.7,4.4,17.2,8.7
HM,2020-12-21,5.3,11.4,7.5,10.7,7.1,11.9,11.0,57.6,9.2,7.2,5.5,12.8,4.8,3.5,17.5,9.9
HM,2020-12-28,3.8,13.0,6.5,11.1,8.8,11.1,10.8,57.0,10.0,6.7,5.7,13.1,4.9,4.8,16.8,10.2
HM,2021-01-04,5.5,16.8,10.9,9.4,10.0,11.1,13.8,61.2,9.3,5.9,5.5,13.4,3.9,4.9,17.0,12.0
HM,2021-01-11,6.2,12.9,8.8,12.1,7.3,10.4,10.9,61.9,11.1,7.6,5.8,13.1,3.8,5.1,17.1,10.4
HM,2021-01-18,5.0,13.8,9.3,10.4,10.5,10.1,10.4,64.8,7.5,5.7,5.4,12.2,4.2,4.2,19.0,10.8
HM,2021-01-25,7.4,12.2,9.2,8.5,7.7,10.4,10.1,61.7,9.9,5.6,6.4,11.0,3.8,3.5,18.0,9.7
HM,2021-02-01,3.6,16.2,9.3,14.0,10.0,13.5,13.2,59.4,9.8,5.9,6.3,13.9,5.2,5.7,17.8,12.7
HM,2021-02-08,4.0,14.5,8.0,14.0,8.8,10.5,10.4,61.3,8.5,6.1,5.4,11.5,1.7,3.5,20.9,11.0
HM,2021-02-15,6.1,13.6,3.5,9.2,5.1,9.2,10.4,58.3,11.8,5.9,4.8,12.6,3.0,4.0,16.4,8.5
HM,2021-02-22,4.4,10.1,5.3,10.6,9.0,9.6,9.3,63.0,9.1,8.0,5.4,11.6,3.8,4.5,15.9,9.0
Nike,2019-07-01,-0.5,24.2,32.0,8.3,17.6,25.2,16.7,89.5,37.8,30.8,28.6,29.8,14.3,13.6,40.8,20.7
Nike,2019-07-08,-1.6,20.8,30.4,7.7,13.0,26.0,14.5,92.8,41.5,34.0,31.6,32.4,15.8,18.2,40.5,18.7
Nike,2019-07-15,2.0,16.0,24.1,5.5,10.6,24.0,11.8,91.9,40.9,33.8,28.7,28.0,12.6,14.3,41.5,15.3
Nike,2019-07-22,0.8,17.3,25.6,4.8,8.3,20.5,11.3,89.0,35.5,27.3,23.8,26.7,10.3,12.0,39.6,14.6
Nike,2019-07-29,4.0,19.6,32.6,9.3,12.9,22.5,13.5,92.5,33.4,31.1,23.3,28.6,12.7,13.6,41.3,18.4
Nike,2019-08-05,10.3,22.3,32.4,9.0,12.8,26.3,15.0,93.0,37.6,33.1,25.8,30.2,13.0,14.0,41.6,19.7
Nike,2019-08-12,11.7,25.7,38.9,13.5,17.5,30.3,19.8,93.9,36.0,36.5,26.7,36.7,16.4,17.8,41.5,24.3
Nike,2019-08-19,5.6,18.6,28.6,0.7,13.7,19.6,12.2,91.1,31.1,30.3,20.7,32.4,11.3,14.7,39.9,15.6
Nike,2019-08-26,7.3,26.4,32.7,6.8,19.5,26.9,18.5,90.4,25.8,32.5,18.4,29.2,12.1,14.8,40.2,21.8
Nike,2019-09-02,13.7,24.7,35.0,10.4,17.4,25.9,20.0,90.2,29.3,32.2,20.8,24.9,11.0,13.3,41.3,22.2
Nike,2019-09-09,6.3,23.1,35.5,8.5,18.2,24.2,19.4,92.3,25.3,29.9,18.0,29.6,11.4,14.1,38.9,21.5
Nike,2019-09-16,7.6,24.8,37.4,11.9,16.0,25.2,20.4,89.3,28.5,25.2,19.2,29.6,12.5,13.7,41.2,22.6
Nike,2019-09-23,10.6,24.2,34.1,11.1,18.4,26.8,15.7,88.8,31.4,27.6,20.4,27.6,12.0,14.2,36.9,21.7
Nike,2019-09-30,6.5,20.0,31.8,3.7,13.5,22.5,13.7,88.8,24.5,25.0,17.7,26.6,12.2,12.3,37.9,17.6
Nike,2019-10-07,7.5,28.2,36.5,14.4,19.2,28.7,21.8,90.7,26.1,27.3,21.2,28.5,11.5,14.3,41.8,24.8
Nike,2019-10-14,11.0,30.1,36.7,16.5,20.4,31.5,21.6,90.7,26.8,29.2,19.5,33.3,15.0,14.5,41.4,26.1
Nike,2019-10-21,9.3,23.5,36.0,16.6,17.2,26.2,20.6,90.5,29.0,30.1,22.8,31.4,13.7,16.6,40.6,23.3
Nike,2019-10-28,10.3,21.6,33.3,8.4,18.2,22.4,16.6,89.5,30.2,31.1,20.5,27.8,12.7,14.5,39.4,20.1
Nike,2019-11-04,14.1,31.9,40.7,18.4,22.7,33.4,26.9,94.6,31.6,31.7,23.4,35.7,16.2,18.3,42.8,29.0
Nike,2019-11-11,15.3,32.7,39.3,16.3,25.6,29.5,27.4,92.2,32.6,31.1,19.2,34.4,15.6,17.2,42.0,28.4
Nike,2019-11-18,7.3,27.4,34.0,9.3,22.4,29.1,20.2,92.5,28.7,30.6,22.6,32.5,12.7,13.4,44.7,23.7
Nike,2019-11-25,6.0,23.7,35.1,10.3,16.7,24.9,16.8,92.5,25.8,30.1,19.0,32.1,13.8,12.0,44.4,21.3
Nike,2019-12-02,10.7,30.8,35.5,14.7,18.8,29.2,25.7,93.9,30.3,30.5,20.9,33.7,14.6,15.4,44.0,25.8
Nike,2019-12-09,4.2,22.5,33.5,8.5,13.4,21.5,15.3,91.6,24.7,27.3,15.7,25.1,8.8,10.0,43.6,19.1
Nike,2019-12-16,6.9,16.6,27.2,4.6,12.4,21.9,13.7,90.6,30.3,28.1,19.7,26.0,10.1,12.8,36.8,16.1
Nike,2019-12-23,10.1,19.6,31.4,6.3,14.6,24.4,16.9,93.5,31.4,30.2,18.8,28.7,12.8,13.3,40.7,18.9
Nike,2019-12-30,11.2,23.6,30.2,7.5,18.7,22.4,12.6,89.6,26.1,26.1,20.5,28.9,13.2,13.3,36.5,19.2
Nike,2020-01-06,4.5,21.2,25.9,7.4,12.2,25.8,16.9,92.3,24.8,28.1,18.2,29.4,11.1,11.2,40.8,18.3
Nike,2020-01-13,6.2,24.3,31.3,8.5,17.3,25.7,17.5,93.2,25.8,25.1,17.4,34.0,14.0,12.5,43.1,20.8
Nike,2020-01-20,11.9,26.1,31.0,3.7,13.6,27.8,17.8,91.9,29.3,30.4,19.1,31.5,13.5,13.1,44.6,20.0
Nike,2020-01-27,14.3,31.8,37.9,14.3,22.2,30.8,24.9,92.6,33.7,34.0,22.4,33.7,15.8,14.6,44.7,27.0
Nike,2020-02-03,8.5,30.2,35.4,12.1,24.3,31.0,26.3,89.5,28.9,30.0,19.5,29.1,11.4,12.6,41.8,26.5
Nike,2020-02-10,12.0,32.7,38.9,14.8,22.3,29.2,23.1,92.7,24.8,28.7,19.4,32.1,12.7,14.6,42.1,26.9
Nike,2020-02-17,10.3,29.1,39.1,10.6,21.8,22.7,19.5,93.9,31.1,30.1,18.7,32.2,13.2,11.3,46.6,23.8
Nike,2020-02-24,10.7,29.2,39.1,13.6,17.6,28.9,22.3,93.0,26.7,27.5,16.1,34.2,15.6,11.4,44.9,25.1
Nike,2020-03-02,12.2,33.4,39.0,18.2,22.4,33.5,27.7,90.8,28.0,30.1,22.6,35.1,17.5,17.0,41.4,29.0
Nike,2020-03-09,13.9,34.3,41.2,18.1,21.9,32.1,26.0,91.5,25.3,28.1,16.4,34.9,14.6,13.5,43.4,28.9
Nike,2020-03-16,14.8,34.0,38.2,13.1,27.9,31.0,26.0,89.9,29.1,28.6,19.2,32.4,14.2,13.6,43.4,28.4
Nike,2020-03-23,10.0,28.0,35.4,12.9,22.5,26.2,22.1,93.2,22.8,23.0,13.2,29.2,12.4,10.7,46.6,24.5
Nike,2020-03-30,12.1,35.4,40.2,19.7,25.9,32.7,27.1,91.7,22.0,25.4,17.3,31.9,14.8,11.0,46.2,30.2
Nike,2020-04-06,10.8,29.5,38.5,15.9,21.7,25.3,22.8,90.4,19.6,17.9,11.8,28.7,13.2,9.5,39.9,25.6
Nike,2020-04-13,11.6,31.8,36.7,14.8,23.2,29.2,23.4,91.5,22.1,27.2,16.1,33.9,14.0,16.1,39.2,26.5
Nike,2020-04-20,10.2,27.3,33.3,10.0,19.2,30.1,21.2,89.8,20.1,20.1,11.3,28.7,11.2,7.3,47.7,23.5
Nike,2020-04-27,11.7,23.6,29.4,6.9,15.6,22.4,15.5,91.7,24.4,23.4,16.2,29.0,13.0,10.8,44.9,18.9
Nike,2020-05-04,10.8,32.3,36.4,9.2,22.8,28.5,22.8,91.5,21.5,20.1,17.0,30.1,14.7,10.4,46.7,25.3
Nike,2020-05-11,14.2,31.7,37.8,12.1,24.9,29.2,22.5,92.4,23.4,23.6,19.5,31.8,14.8,10.0,44.6,26.4
Nike,2020-05-18,11.3,28.2,37.0,13.9,24.9,32.2,21.8,91.0,26.3,24.0,18.3,30.3,11.9,9.5,47.0,26.3
Nike,2020-05-25,7.8,32.4,39.4,14.7,25.3,29.6,25.5,90.9,18.7,21.8,15.6,29.0,14.3,8.4,43.7,27.8
Nike,2020-06-01,12.0,27.6,36.0,11.8,19.1,22.9,19.0,91.8,24.6,20.4,16.8,26.5,11.9,10.6,41.6,22.7
Nike,2020-06-08,12.7,30.8,38.5,16.2,23.2,30.4,22.5,91.5,26.2,26.5,19.0,35.0,14.3,13.1,45.2,26.9
Nike,2020-06-15,8.7,28.9,37.0,16.2,21.9,27.7,25.1,91.5,24.9,22.9,17.1,34.4,12.0,8.6,47.8,26.1
Nike,2020-06-22,7.4,26.8,32.7,8.9,20.2,26.1,21.5,90.9,23.0,22.3,16.6,28.1,12.3,9.9,44.6,22.7
Nike,2020-06-29,10.5,27.5,33.6,14.6,19.8,29.3,22.9,91.6,27.8,24.1,19.3,30.3,12.5,12.9,40.2,24.6
Nike,2020-07-06,14.6,33.2,38.3,16.4,22.3,31.9,29.8,91.9,31.8,28.0,24.7,36.8,17.9,17.4,40.8,28.6
Nike,2020-07-13,11.0,30.0,36.7,10.6,18.5,28.2,23.5,92.2,27.2,23.4,19.8,30.1,12.4,12.9,44.2,24.6
Nike,2020-07-20,2.7,21.5,29.8,8.0,14.2,22.7,17.8,92.5,26.4,23.0,15.9,27.5,13.0,9.8,42.0,19.0
Nike,2020-07-27,5.1,23.6,32.4,9.4,17.4,24.4,21.0,89.0,27.5,26.1,19.1,30.7,14.2,10.9,42.9,21.4
Nike,2020-08-03,3.6,24.1,31.4,12.5,16.7,24.9,18.6,91.0,24.7,22.8,17.5,30.4,14.2,11.3,45.4,21.4
Nike,2020-08-10,4.9,21.4,35.1,9.9,17.9,26.1,17.0,93.9,23.6,24.2,20.4,30.4,13.5,12.1,46.9,21.2
Nike,2020-08-17,8.3,26.9,34.9,12.2,19.4,26.0,20.0,91.5,23.4,26.0,19.9,32.0,14.1,12.0,42.3,23.2
Nike,2020-08-24,10.8,29.4,35.4,14.0,21.5,31.7,23.6,91.9,28.8,28.6,21.1,33.2,15.6,14.4,43.4,25.9
Nike,2020-08-31,4.6,28.1,33.3,7.3,16.0,25.7,20.0,93.7,25.7,22.2,18.3,27.2,12.9,8.9,46.2,21.7
Nike,2020-09-07,5.9,27.0,33.2,7.0,18.5,27.4,17.7,91.0,27.8,29.0,17.4,28.9,13.0,12.7,41.9,21.8
Nike,2020-09-14,7.1,21.5,34.7,6.9,16.0,25.4,17.5,93.0,28.7,25.9,18.6,30.9,13.6,13.8,43.3,20.3
Nike,2020-09-21,6.7,24.7,32.6,7.4,16.7,26.2,13.8,95.9,32.1,29.2,21.2,27.2,11.1,12.3,43.7,20.2
Nike,2020-09-28,16.9,36.8,43.2,17.1,24.4,31.7,27.0,91.7,29.4,28.5,21.1,31.4,14.1,14.2,41.1,30.0
Nike,2020-10-05,15.9,33.6,43.2,15.9,24.9,28.2,26.9,90.1,33.4,32.6,21.9,34.3,14.3,13.4,43.0,28.8
Nike,2020-10-12,15.6,34.6,40.7,16.7,26.2,32.3,27.4,92.0,29.6,32.4,22.4,33.9,18.9,14.6,41.6,29.6
Nike,2020-10-19,15.9,33.4,39.7,11.6,24.1,27.6,24.9,92.8,30.7,30.1,26.2,34.0,15.2,17.0,39.0,26.9
Nike,2020-10-26,11.2,33.7,41.1,17.2,22.9,27.3,22.3,91.9,23.4,27.6,18.2,32.7,14.4,14.4,42.0,27.4
Nike,2020-11-02,15.1,35.2,39.6,14.0,22.5,30.9,24.3,91.4,29.0,26.3,20.5,32.5,13.5,16.3,43.0,27.8
Nike,2020-11-09,15.9,34.0,38.7,15.4,20.8,34.1,28.9,93.5,28.1,26.6,18.6,29.4,12.6,13.7,46.6,28.7
Nike,2020-11-16,13.7,29.5,36.1,13.4,22.4,34.2,21.8,93.2,23.3,26.9,19.0,32.5,13.4,10.7,45.4,26.2
Nike,2020-11-23,12.4,32.0,39.6,13.5,26.7,30.5,26.7,94.1,25.0,29.1,19.7,34.2,15.9,13.7,43.7,28.1
Nike,2020-11-30,12.2,29.1,42.7,16.8,24.4,28.8,24.0,94.1,26.8,25.9,17.9,30.3,13.5,12.2,48.8,27.7
Nike,2020-12-07,10.3,30.3,37.6,14.9,22.9,29.4,24.8,93.3,24.6,25.4,17.5,34.5,15.1,12.3,46.1,26.7
Nike,2020-12-14,13.7,35.4,40.4,18.3,27.7,32.2,31.9,91.7,28.3,27.6,20.9,34.5,16.4,13.5,43.6,31.0
Nike,2020-12-21,12.0,29.5,35.2,14.3,19.7,27.1,26.5,92.1,24.2,26.4,17.5,32.1,12.8,15.0,37.8,25.4
Nike,2020-12-28,15.3,29.9,38.9,14.8,24.8,27.6,23.7,93.3,25.7,26.3,21.9,31.0,13.0,12.9,47.3,26.6
Nike,2021-01-04,16.4,31.9,36.4,12.5,22.7,28.7,21.7,92.9,26.9,30.5,20.3,32.3,13.7,14.7,41.4,25.6
Nike,2021-01-11,18.1,37.1,41.3,16.8,29.4,29.1,30.3,91.9,33.9,31.9,20.8,34.3,15.6,16.0,40.9,30.7
Nike,2021-01-18,15.0,28.3,40.0,12.1,21.4,30.6,23.2,89.6,28.1,27.1,19.1,30.7,12.3,16.3,38.8,25.9
Nike,2021-01-25,9.0,32.6,40.3,21.3,26.4,29.5,28.0,91.5,21.6,22.1,15.6,33.6,13.7,9.7,45.0,29.7
Nike,2021-02-01,12.8,35.5,38.9,12.5,20.5,30.6,26.0,93.0,25.8,27.5,15.1,32.6,11.9,12.1,47.0,27.3
Nike,2021-02-08,8.7,26.2,34.8,12.3,21.5,27.2,23.3,94.0,28.9,29.9,18.6,34.5,15.4,14.0,44.5,24.2
Nike,2021-02-15,14.7,37.7,39.1,17.1,27.0,36.5,26.8,93.0,25.4,25.6,18.0,35.3,13.8,16.8,46.8,30.7
Nike,2021-02-22,18.6,36.8,40.9,18.2,27.0,29.4,28.0,95.6,31.7,31.2,22.4,32.7,12.4,12.8,48.7,30.1
Starbucks,2019-07-01,2.0,10.5,20.3,-17.4,2.8,16.6,6.1,87.6,26.3,21.1,22.4,23.6,8.9,19.7,38.2,6.5
Starbucks,2019-07-08,-1.2,8.8,22.9,-18.8,2.4,15.2,3.6,90.2,34.1,24.5,25.2,25.1,11.6,18.8,40.3,5.7
Starbucks,2019-07-15,2.5,13.1,23.6,-16.1,11.5,17.3,9.0,89.1,30.3,22.1,23.8,26.9,14.0,22.6,35.2,9.7
Starbucks,2019-07-22,8.1,14.7,25.2,-14.7,12.5,20.8,6.6,86.5,25.3,20.2,21.7,27.0,13.2,19.4,38.6,10.9
Starbucks,2019-07-29,4.9,12.7,21.0,-15.8,7.6,17.7,7.2,87.4,24.1,21.1,20.9,25.0,12.5,19.0,39.3,8.4
Starbucks,2019-08-05,6.6,16.8,24.7,-16.1,8.0,20.8,9.2,90.1,31.5,23.8,23.9,29.3,16.8,19.4,42.3,10.6
Starbucks,2019-08-12,7.3,14.8,22.4,-14.6,12.0,19.7,10.7,87.3,26.9,24.5,21.8,26.0,12.3,21.0,36.4,10.8
Starbucks,2019-08-19,8.4,11.6,26.5,-14.8,8.3,21.3,7.6,91.0,30.2,25.1,25.4,30.2,13.8,23.1,39.5,10.1
Starbucks,2019-08-26,6.2,14.1,24.3,-16.1,8.5,19.0,8.9,87.6,25.2,25.7,24.2,27.6,15.6,22.0,39.2,9.8
Starbucks,2019-09-02,11.3,21.0,29.0,-12.0,11.5,23.4,14.2,87.0,27.8,25.3,27.1,28.8,14.9,22.6,36.7,14.5
Starbucks,2019-09-09,9.3,22.3,34.6,-9.8,16.5,28.0,16.8,89.9,26.9,29.3,24.5,31.0,15.8,26.3,37.6,18.1
Starbucks,2019-09-16,6.0,12.7,23.8,-11.3,11.6,15.1,9.7,86.0,27.6,23.9,22.5,28.1,12.9,20.5,37.2,10.3
Starbucks,2019-09-23,9.8,14.3,25.6,-11.9,13.3,19.3,10.9,88.1,26.5,24.0,22.5,26.9,11.3,22.4,37.0,11.9
Starbucks,2019-09-30,6.3,18.7,26.3,-11.8,11.7,18.9,12.9,86.2,25.1,20.6,22.2,23.2,12.0,19.9,37.0,12.8
Starbucks,2019-10-07,10.4,15.5,22.3,-15.0,9.0,18.7,10.9,87.3,26.6,25.0,20.7,27.4,14.2,20.2,37.5,10.2
Starbucks,2019-10-14,8.4,14.3,25.2,-12.9,8.4,22.7,10.2,86.8,25.8,25.2,24.1,27.9,13.4,22.9,36.3,11.3
Starbucks,2019-10-21,11.8,17.2,30.3,-11.5,17.4,19.4,16.1,87.9,29.9,26.8,24.5,28.4,13.9,22.7,40.3,14.8
Starbucks,2019-10-28,10.0,15.3,24.8,-11.6,14.8,20.1,13.0,88.3,24.9,24.5,19.0,31.3,14.7,22.2,37.8,12.7
Starbucks,2019-11-04,13.3,16.2,25.4,-12.5,12.9,16.9,12.8,86.8,29.4,28.0,22.9,27.6,15.8,20.8,35.3,12.0
Starbucks,2019-11-11,10.6,16.8,25.4,-14.6,10.9,18.9,9.1,91.0,28.7,29.4,22.1,27.1,14.5,20.5,41.0,11.1
Starbucks,2019-11-18,10.4,18.5,24.4,-8.3,13.7,20.9,12.9,87.7,26.8,27.7,26.3,29.1,14.4,23.0,37.1,13.7
Starbucks,2019-11-25,9.2,21.7,27.6,-12.0,13.0,23.4,17.7,90.3,30.5,26.7,23.8,30.2,16.1,24.9,38.1,15.2
Starbucks,2019-12-02,9.1,16.6,21.1,-17.7,8.7,18.2,6.7,89.9,31.6,31.9,25.7,26.3,12.7,22.3,40.4,8.9
Starbucks,2019-12-09,14.9,19.8,28.8,-5.5,15.8,23.4,18.4,89.0,29.2,31.7,28.1,29.8,16.5,25.0,33.4,16.8
